identifier,name,in_language,url,abstract,word_count,sections_count,citations_count,has_infobox,infobox_fields_count,categories,outgoing_links,referenceneed_flag,citation_density,structural_health,quality_tier
100255,Philosophy of Deep Learning,en,https://en.wikipedia.org/wiki/Philosophy_of_Deep_Learning,"An encyclopedic inquiry into subset of machine learning based on artificial neural networks. Comprehensive survey covering definitions, historical development, and research implications.",409,3,1,True,6,"['Science & Technology', 'Articles on Science']","['Ottoman Empire', 'Lake Baikal', 'James Webb Space Telescope', 'Classical Music', 'Magna Carta']",True,2.44,53.95,Start Class
100256,Regional Study on Game Theory,en,https://en.wikipedia.org/wiki/Regional_Study_on_Game_Theory,"An encyclopedic inquiry into mathematical study of strategic interaction among rational agents. Comprehensive survey covering definitions, historical development, and research implications.",2399,7,21,True,11,"['Social Sciences & Philosophy', 'Articles on Social Sciences']","['Photosynthesis', 'Constitutional Law', 'Behavioral Economics', 'Nanotechnology', 'Superconductivity', 'Artificial Intelligence']",False,8.75,91.22,B Class
100257,Advanced Sociology of Knowledge,en,https://en.wikipedia.org/wiki/Advanced_Sociology_of_Knowledge,"An encyclopedic inquiry into study of relationship between human thought and social context. Comprehensive survey covering definitions, historical development, and research implications.",1254,4,6,True,10,"['Social Sciences & Philosophy', 'Articles on Social Sciences']","['Surrealism', 'General Relativity', 'Renaissance Art', 'Sociology of Knowledge', 'Industrial Revolution', 'Thermodynamics', 'Quantum Computing', 'Epistemology']",True,4.78,70.85,C Class
100258,History of Superconductivity (Vol. 9),en,https://en.wikipedia.org/wiki/History_of_Superconductivity_(Vol._9),"An encyclopedic inquiry into zero electrical resistance occurring in certain materials. Comprehensive survey covering definitions, historical development, and research implications.",2008,5,1,True,9,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Graphene', 'Antarctic Ice Sheet', 'Mariana Trench']",True,0.5,69.24,Start Class
100259,Advanced Classical Music,en,https://en.wikipedia.org/wiki/Advanced_Classical_Music,"An encyclopedic inquiry into art music produced in the traditions of western culture. Comprehensive survey covering definitions, historical development, and research implications.",2234,11,21,True,12,"['Literature & Arts', 'Articles on Literature']","['Higgs Boson', 'Silk Road', 'Amazon Rainforest', 'Deep Learning']",False,9.4,91.82,B Class
100260,Advanced Great Barrier Reef,en,https://en.wikipedia.org/wiki/Advanced_Great_Barrier_Reef,"An encyclopedic inquiry into world's largest coral reef system off queensland, australia. Comprehensive survey covering definitions, historical development, and research implications.",264,1,2,False,0,"['Geography & Earth', 'Articles on Geography']","['James Webb Space Telescope', 'General Relativity', 'Silk Road', 'Space Race', 'Nanotechnology', 'Mesopotamia']",True,7.58,38.45,Stub Class
100261,Regional Study on Constitutional Law,en,https://en.wikipedia.org/wiki/Regional_Study_on_Constitutional_Law,"An encyclopedic inquiry into body of law defining the role and powers of different entities. Comprehensive survey covering definitions, historical development, and research implications.",609,3,3,False,0,"['Social Sciences & Philosophy', 'Articles on Social Sciences']","['Behavioral Economics', 'Film Noir', 'French Revolution', 'Ring of Fire', 'Galapagos Islands', 'Great Barrier Reef']",True,4.93,43.48,Start Class
100262,Contemporary Quantum Computing (Vol. 3),en,https://en.wikipedia.org/wiki/Contemporary_Quantum_Computing_(Vol._3),"An encyclopedic inquiry into computation utilizing quantum mechanical phenomena. Comprehensive survey covering definitions, historical development, and research implications.",1283,6,12,True,5,"['Science & Technology', 'Articles on Science']","['Constitutional Law', 'Epistemology', 'Silk Road']",True,9.35,79.68,C Class
100263,Applications of Photosynthesis (Vol. 4),en,https://en.wikipedia.org/wiki/Applications_of_Photosynthesis_(Vol._4),"An encyclopedic inquiry into biological process converting light energy into chemical energy. Comprehensive survey covering definitions, historical development, and research implications.",432,3,4,True,3,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Galapagos Islands', 'Sociology of Knowledge', 'Behavioral Economics', 'Game Theory', 'James Webb Space Telescope']",True,9.26,65.85,Start Class
100264,Applications of Higgs Boson,en,https://en.wikipedia.org/wiki/Applications_of_Higgs_Boson,"An encyclopedic inquiry into elementary particle in the standard model of particle physics. Comprehensive survey covering definitions, historical development, and research implications.",1376,7,7,True,5,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Game Theory', 'Bauhaus Movement', 'French Revolution', 'Renaissance Art', 'Quantum Computing', 'Film Noir', 'Existentialism', 'Sociology of Knowledge', 'Antarctic Ice Sheet']",False,5.09,73.99,C Class
100265,History of General Relativity,en,https://en.wikipedia.org/wiki/History_of_General_Relativity,"An encyclopedic inquiry into geometric theory of gravitation published by albert einstein. Comprehensive survey covering definitions, historical development, and research implications.",2228,7,20,True,13,"['Science & Technology', 'Articles on Science']","['Quantum Computing', 'Mount Everest', 'Ring of Fire', 'Artificial Intelligence']",False,8.98,90.57,B Class
100266,Introduction to Film Noir,en,https://en.wikipedia.org/wiki/Introduction_to_Film_Noir,"An encyclopedic inquiry into cinematic term used primarily to describe stylish hollywood crime dramas. Comprehensive survey covering definitions, historical development, and research implications.",78,2,1,False,0,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Renaissance Humanism', 'James Webb Space Telescope', 'Quantum Computing', 'Deep Learning', 'Renaissance Art', 'Film Noir', 'Constitutional Law', 'Superconductivity', 'Mount Everest']",True,12.82,40.4,Stub Class
100267,Principles of Meiji Restoration (Vol. 8),en,https://en.wikipedia.org/wiki/Principles_of_Meiji_Restoration_(Vol._8),"An encyclopedic inquiry into political event that restored practical imperial rule to japan. Comprehensive survey covering definitions, historical development, and research implications.",1124,6,6,False,0,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Kabuki Theatre', 'Mariana Trench', 'Behavioral Economics', 'Impressionism']",False,5.34,56.45,C Class
100268,Advanced Higgs Boson,en,https://en.wikipedia.org/wiki/Advanced_Higgs_Boson,"An encyclopedic inquiry into elementary particle in the standard model of particle physics. Comprehensive survey covering definitions, historical development, and research implications.",1381,5,4,True,10,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Ancient Alexandria', 'Nanotechnology', 'Higgs Boson', 'Kabuki Theatre', 'Artificial Intelligence', 'Bauhaus Movement', 'Antarctic Ice Sheet', 'Ottoman Empire']",True,2.9,72.67,C Class
100269,Future Trends in Microbiome,en,https://en.wikipedia.org/wiki/Future_Trends_in_Microbiome,"An encyclopedic inquiry into aggregate of all microbiota residing on or within tissues. Comprehensive survey covering definitions, historical development, and research implications.",971,6,5,True,6,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Deep Learning', 'Meiji Restoration', 'Game Theory', 'Thermodynamics', 'Byzantine Empire', 'French Revolution']",False,5.15,72.29,C Class
100270,Philosophy of Bauhaus Movement,en,https://en.wikipedia.org/wiki/Philosophy_of_Bauhaus_Movement,"An encyclopedic inquiry into german art school operational from 1919 to 1933 combining crafts. Comprehensive survey covering definitions, historical development, and research implications.",1304,6,10,True,4,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Photosynthesis', 'Kabuki Theatre', 'Artificial Intelligence', 'James Webb Space Telescope', 'Space Race', 'Amazon Rainforest', 'Existentialism', 'Mesopotamia', 'Graphene']",True,7.67,78.12,C Class
100271,Global Impact of Behavioral Economics (Vol. 2),en,https://en.wikipedia.org/wiki/Global_Impact_of_Behavioral_Economics_(Vol._2),"An encyclopedic inquiry into effects of psychological and social factors on economic decisions. Comprehensive survey covering definitions, historical development, and research implications.",373,3,1,False,0,"['Social Sciences & Philosophy', 'Articles on Social Sciences']","['Microbiome', 'Graphene', 'Amazon Rainforest', 'Thermodynamics', 'CRISPR Gene Editing', 'Ancient Alexandria', 'Quantum Computing', 'Renaissance Humanism']",True,2.68,36.32,Start Class
100272,Introduction to Space Race,en,https://en.wikipedia.org/wiki/Introduction_to_Space_Race,"An encyclopedic inquiry into 20th-century competition between soviet union and united states. Comprehensive survey covering definitions, historical development, and research implications.",654,4,2,True,3,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['General Relativity', 'Meiji Restoration', 'Postmodern Literature', 'Baroque Architecture', 'Ring of Fire', 'Film Noir', 'Quantum Computing']",True,3.06,59.53,Start Class
100273,Philosophy of James Webb Space Telescope (Vol. 4),en,https://en.wikipedia.org/wiki/Philosophy_of_James_Webb_Space_Telescope_(Vol._4),"An encyclopedic inquiry into premier infrared space observatory mission. Comprehensive survey covering definitions, historical development, and research implications.",1353,6,8,False,0,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Mesopotamia', 'Bauhaus Movement', 'Nile River Basin', 'Kabuki Theatre']",False,5.91,59.48,C Class
100274,Global Impact of Ottoman Empire (Vol. 5),en,https://en.wikipedia.org/wiki/Global_Impact_of_Ottoman_Empire_(Vol._5),"An encyclopedic inquiry into imperial realm controlling much of southeast europe and western asia. Comprehensive survey covering definitions, historical development, and research implications.",1440,5,11,False,0,"['History & Civilizations', 'Articles on History']","['Deep Learning', 'James Webb Space Telescope', 'Harappan Civilization', 'Artificial Intelligence', 'Mariana Trench', 'General Relativity']",False,7.64,60.87,C Class
100275,Principles of Impressionism,en,https://en.wikipedia.org/wiki/Principles_of_Impressionism,"An encyclopedic inquiry into 19th-century art movement characterized by visible brush strokes. Comprehensive survey covering definitions, historical development, and research implications.",1542,9,9,False,0,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Public Health', 'Superconductivity', 'Magna Carta', 'Behavioral Economics', 'Ottoman Empire', 'Ring of Fire']",False,5.84,60.66,C Class
100276,Introduction to Space Race (Vol. 7),en,https://en.wikipedia.org/wiki/Introduction_to_Space_Race_(Vol._7),"An encyclopedic inquiry into 20th-century competition between soviet union and united states. Comprehensive survey covering definitions, historical development, and research implications.",1031,4,8,False,0,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Harappan Civilization', 'Higgs Boson', 'Amazon Rainforest', 'CRISPR Gene Editing', 'Industrial Revolution', 'Sociology of Knowledge']",False,7.76,58.82,C Class
100277,Philosophy of Photosynthesis,en,https://en.wikipedia.org/wiki/Philosophy_of_Photosynthesis,"An encyclopedic inquiry into biological process converting light energy into chemical energy. Comprehensive survey covering definitions, historical development, and research implications.",594,4,4,True,5,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Galapagos Islands', 'Mesopotamia', 'Universal Declaration of Human Rights', 'Renaissance Art', 'Microbiome', 'Nile River Basin', 'James Webb Space Telescope', 'Space Race', 'Mount Everest']",True,6.73,68.23,Start Class
100278,Philosophy of Magna Carta,en,https://en.wikipedia.org/wiki/Philosophy_of_Magna_Carta,"An encyclopedic inquiry into royal charter of rights agreed to by king john of england. Comprehensive survey covering definitions, historical development, and research implications.",1259,5,6,True,10,"['History & Civilizations', 'Articles on History']","['Film Noir', 'CRISPR Gene Editing', 'Lake Baikal', 'Antarctic Ice Sheet', 'Mount Everest', 'Constitutional Law', 'Classical Music', 'Baroque Architecture', 'Deep Learning']",False,4.77,72.86,C Class
100279,Advanced CRISPR Gene Editing (Vol. 10),en,https://en.wikipedia.org/wiki/Advanced_CRISPR_Gene_Editing_(Vol._10),"An encyclopedic inquiry into biotechnological molecular biology genetic editing tool. Comprehensive survey covering definitions, historical development, and research implications.",2737,16,37,True,20,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Mariana Trench', 'Plate Tectonics', 'Sociology of Knowledge', 'Impressionism', 'Deep Learning', 'Postmodern Literature', 'Industrial Revolution', 'Renaissance Humanism']",False,13.52,99.52,Good / Featured Article
100280,Regional Study on Ottoman Empire,en,https://en.wikipedia.org/wiki/Regional_Study_on_Ottoman_Empire,"An encyclopedic inquiry into imperial realm controlling much of southeast europe and western asia. Comprehensive survey covering definitions, historical development, and research implications.",1335,4,10,True,5,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Mount Everest', 'Sahara Desert', 'Artificial Intelligence', 'Behavioral Economics', 'Bauhaus Movement']",False,7.49,77.23,C Class
100281,Philosophy of Renaissance Art,en,https://en.wikipedia.org/wiki/Philosophy_of_Renaissance_Art,"An encyclopedic inquiry into painting, sculpture, and decorative arts of european renaissance. Comprehensive survey covering definitions, historical development, and research implications.",2541,9,1,True,10,"['Literature & Arts', 'Articles on Literature']","['Epistemology', 'Photosynthesis', 'Behavioral Economics', 'Ancient Alexandria', 'Galapagos Islands', 'French Revolution', 'Mesopotamia']",True,0.39,66.98,Start Class
100282,History of Ring of Fire,en,https://en.wikipedia.org/wiki/History_of_Ring_of_Fire,"An encyclopedic inquiry into major area in the basin of the pacific ocean where earthquakes occur. Comprehensive survey covering definitions, historical development, and research implications.",2510,11,24,True,11,"['Geography & Earth', 'Articles on Geography']","['Deep Learning', 'Baroque Architecture', 'Postmodern Literature', 'Classical Music', 'Bauhaus Movement', 'Ottoman Empire']",False,9.56,94.47,B Class
100283,Foundations of James Webb Space Telescope,en,https://en.wikipedia.org/wiki/Foundations_of_James_Webb_Space_Telescope,"An encyclopedic inquiry into premier infrared space observatory mission. Comprehensive survey covering definitions, historical development, and research implications.",1087,4,11,True,5,"['Science & Technology', 'Articles on Science']","['Harappan Civilization', 'Quantum Computing', 'Meiji Restoration', 'Sociology of Knowledge', 'Behavioral Economics']",False,10.12,77.18,C Class
100284,Critique of Game Theory,en,https://en.wikipedia.org/wiki/Critique_of_Game_Theory,"An encyclopedic inquiry into mathematical study of strategic interaction among rational agents. Comprehensive survey covering definitions, historical development, and research implications.",546,3,2,True,6,"['Social Sciences & Philosophy', 'Articles on Social Sciences']","['Silk Road', 'Kabuki Theatre', 'Mesopotamia', 'Postmodern Literature', 'Surrealism']",True,3.66,57.9,Start Class
100285,History of Harappan Civilization,en,https://en.wikipedia.org/wiki/History_of_Harappan_Civilization,"An encyclopedic inquiry into bronze age civilization in the northwestern regions of south asia. Comprehensive survey covering definitions, historical development, and research implications.",1336,5,4,False,0,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Thermodynamics', 'Magna Carta', 'Film Noir', 'Lake Baikal']",True,2.99,52.63,C Class
100286,History of Existentialism,en,https://en.wikipedia.org/wiki/History_of_Existentialism,"An encyclopedic inquiry into philosophical inquiry that explores the problem of human existence. Comprehensive survey covering definitions, historical development, and research implications.",2117,11,26,True,9,"['Social Sciences & Philosophy', 'Articles on Social Sciences', 'Open Source Tech Envoy Corpus']","['James Webb Space Telescope', 'Harappan Civilization', 'Film Noir', 'Plate Tectonics', 'Silk Road', 'Existentialism']",False,12.28,98.17,B Class
100287,History of Classical Music,en,https://en.wikipedia.org/wiki/History_of_Classical_Music,"An encyclopedic inquiry into art music produced in the traditions of western culture. Comprehensive survey covering definitions, historical development, and research implications.",1767,11,22,True,9,"['Literature & Arts', 'Articles on Literature']","['Postmodern Literature', 'Amazon Rainforest', 'Higgs Boson', 'Ring of Fire', 'Renaissance Art', 'Nile River Basin']",False,12.45,92.08,B Class
100288,History of Ancient Alexandria (Vol. 9),en,https://en.wikipedia.org/wiki/History_of_Ancient_Alexandria_(Vol._9),"An encyclopedic inquiry into major hellenistic center of commerce and scholarship in egypt. Comprehensive survey covering definitions, historical development, and research implications.",1030,6,7,True,8,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Public Health', 'Antarctic Ice Sheet', 'Epistemology', 'Dark Matter']",False,6.8,78.78,C Class
100289,Future Trends in Epistemology,en,https://en.wikipedia.org/wiki/Future_Trends_in_Epistemology,"An encyclopedic inquiry into branch of philosophy concerned with nature and scope of knowledge. Comprehensive survey covering definitions, historical development, and research implications.",3116,14,54,True,23,"['Social Sciences & Philosophy', 'Articles on Social Sciences']","['Surrealism', 'Higgs Boson', 'Postmodern Literature', 'Constitutional Law']",False,17.33,96.67,Good / Featured Article
100290,Future Trends in Film Noir,en,https://en.wikipedia.org/wiki/Future_Trends_in_Film_Noir,"An encyclopedic inquiry into cinematic term used primarily to describe stylish hollywood crime dramas. Comprehensive survey covering definitions, historical development, and research implications.",2133,10,26,True,9,"['Literature & Arts', 'Articles on Literature']","['Public Health', 'French Revolution', 'Sahara Desert', 'Industrial Revolution', 'Dark Matter', 'Sociology of Knowledge']",False,12.19,94.87,B Class
100291,Regional Study on Artificial Intelligence (Vol. 2),en,https://en.wikipedia.org/wiki/Regional_Study_on_Artificial_Intelligence_(Vol._2),"An encyclopedic inquiry into study of intelligent agents and machine cognition. Comprehensive survey covering definitions, historical development, and research implications.",1130,7,13,False,0,"['Science & Technology', 'Articles on Science']","['Existentialism', 'Harappan Civilization', 'Nile River Basin', 'Surrealism', 'Postmodern Literature', 'Behavioral Economics', 'Ancient Alexandria', 'Magna Carta', 'Classical Music']",False,11.5,64.33,C Class
100292,Contemporary Impressionism,en,https://en.wikipedia.org/wiki/Contemporary_Impressionism,"An encyclopedic inquiry into 19th-century art movement characterized by visible brush strokes. Comprehensive survey covering definitions, historical development, and research implications.",121,2,0,False,0,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Surrealism', 'Film Noir', 'Magna Carta', 'Plate Tectonics', 'Deep Learning']",True,0.0,27.11,Stub Class
100293,Introduction to Classical Music (Vol. 4),en,https://en.wikipedia.org/wiki/Introduction_to_Classical_Music_(Vol._4),"An encyclopedic inquiry into art music produced in the traditions of western culture. Comprehensive survey covering definitions, historical development, and research implications.",612,3,2,True,3,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Great Barrier Reef', 'Ancient Alexandria', 'Industrial Revolution', 'Mesopotamia', 'Ottoman Empire', 'Space Race', 'Game Theory', 'CRISPR Gene Editing']",True,3.27,57.5,Start Class
100294,Regional Study on Classical Music (Vol. 5),en,https://en.wikipedia.org/wiki/Regional_Study_on_Classical_Music_(Vol._5),"An encyclopedic inquiry into art music produced in the traditions of western culture. Comprehensive survey covering definitions, historical development, and research implications.",412,2,3,False,0,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Homeric Epics', 'French Revolution', 'Lake Baikal', 'Magna Carta', 'Graphene', 'Public Health']",True,7.28,46.28,Start Class
100295,Principles of Game Theory,en,https://en.wikipedia.org/wiki/Principles_of_Game_Theory,"An encyclopedic inquiry into mathematical study of strategic interaction among rational agents. Comprehensive survey covering definitions, historical development, and research implications.",701,3,3,True,4,"['Social Sciences & Philosophy', 'Articles on Social Sciences']","['Universal Declaration of Human Rights', 'Higgs Boson', 'Classical Music', 'Meiji Restoration', 'Surrealism', 'General Relativity', 'Microbiome']",True,4.28,58.24,C Class
100296,Principles of Harappan Civilization,en,https://en.wikipedia.org/wiki/Principles_of_Harappan_Civilization,"An encyclopedic inquiry into bronze age civilization in the northwestern regions of south asia. Comprehensive survey covering definitions, historical development, and research implications.",1435,7,5,True,8,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Public Health', 'Superconductivity', 'Ring of Fire', 'James Webb Space Telescope', 'Impressionism', 'Renaissance Art']",False,3.48,74.34,C Class
100297,Advanced Classical Music (Vol. 8),en,https://en.wikipedia.org/wiki/Advanced_Classical_Music_(Vol._8),"An encyclopedic inquiry into art music produced in the traditions of western culture. Comprehensive survey covering definitions, historical development, and research implications.",1268,6,6,True,5,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['James Webb Space Telescope', 'Deep Learning', 'Nanotechnology', 'Plate Tectonics', 'Meiji Restoration', 'Mesopotamia']",True,4.73,72.42,C Class
100298,Contemporary Great Barrier Reef,en,https://en.wikipedia.org/wiki/Contemporary_Great_Barrier_Reef,"An encyclopedic inquiry into world's largest coral reef system off queensland, australia. Comprehensive survey covering definitions, historical development, and research implications.",427,4,2,True,5,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Renaissance Humanism', 'Impressionism', 'James Webb Space Telescope', 'Artificial Intelligence']",True,4.68,62.22,Start Class
100299,Philosophy of Behavioral Economics,en,https://en.wikipedia.org/wiki/Philosophy_of_Behavioral_Economics,"An encyclopedic inquiry into effects of psychological and social factors on economic decisions. Comprehensive survey covering definitions, historical development, and research implications.",2146,11,20,True,13,"['Social Sciences & Philosophy', 'Articles on Social Sciences']","['Impressionism', 'Mariana Trench', 'Ottoman Empire', 'Existentialism', 'Ring of Fire', 'Space Race']",False,9.32,90.89,B Class
100300,Contemporary Artificial Intelligence,en,https://en.wikipedia.org/wiki/Contemporary_Artificial_Intelligence,"An encyclopedic inquiry into study of intelligent agents and machine cognition. Comprehensive survey covering definitions, historical development, and research implications.",496,2,3,False,0,"['Science & Technology', 'Articles on Science']","['Plate Tectonics', 'Quantum Computing', 'Classical Music', 'Artificial Intelligence', 'Impressionism', 'Kabuki Theatre', 'Byzantine Empire']",True,6.05,42.08,Start Class
100301,Global Impact of Lake Baikal,en,https://en.wikipedia.org/wiki/Global_Impact_of_Lake_Baikal,"An encyclopedic inquiry into ancient, massive lake in mountainous russian region of siberia. Comprehensive survey covering definitions, historical development, and research implications.",1266,6,12,True,9,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Sociology of Knowledge', 'CRISPR Gene Editing', 'Magna Carta']",True,9.48,86.88,C Class
100302,Critique of Meiji Restoration,en,https://en.wikipedia.org/wiki/Critique_of_Meiji_Restoration,"An encyclopedic inquiry into political event that restored practical imperial rule to japan. Comprehensive survey covering definitions, historical development, and research implications.",934,4,7,True,5,"['History & Civilizations', 'Articles on History']","['Graphene', 'Constitutional Law', 'Ottoman Empire', 'Quantum Computing']",False,7.49,70.22,C Class
100303,Future Trends in Film Noir (Vol. 4),en,https://en.wikipedia.org/wiki/Future_Trends_in_Film_Noir_(Vol._4),"An encyclopedic inquiry into cinematic term used primarily to describe stylish hollywood crime dramas. Comprehensive survey covering definitions, historical development, and research implications.",344,4,1,True,2,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Impressionism', 'Industrial Revolution', 'Epistemology', 'Galapagos Islands', 'Baroque Architecture', 'James Webb Space Telescope']",True,2.91,54.07,Start Class
100304,Philosophy of Bauhaus Movement (Vol. 5),en,https://en.wikipedia.org/wiki/Philosophy_of_Bauhaus_Movement_(Vol._5),"An encyclopedic inquiry into german art school operational from 1919 to 1933 combining crafts. Comprehensive survey covering definitions, historical development, and research implications.",1445,6,4,True,4,"['Literature & Arts', 'Articles on Literature']","['Superconductivity', 'Nile River Basin', 'Industrial Revolution', 'Ring of Fire', 'Bauhaus Movement', 'Deep Learning']",False,2.77,64.38,C Class
100305,Global Impact of Silk Road,en,https://en.wikipedia.org/wiki/Global_Impact_of_Silk_Road,"An encyclopedic inquiry into historic network of eurasian trade routes connecting east and west. Comprehensive survey covering definitions, historical development, and research implications.",380,2,3,True,5,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Mesopotamia', 'Existentialism', 'Photosynthesis', 'Lake Baikal']",True,7.89,63.02,Start Class
100306,Global Impact of Plate Tectonics,en,https://en.wikipedia.org/wiki/Global_Impact_of_Plate_Tectonics,"An encyclopedic inquiry into scientific theory explaining the dynamics of earth's lithosphere. Comprehensive survey covering definitions, historical development, and research implications.",1764,10,15,True,15,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Existentialism', 'Mount Everest', 'Plate Tectonics', 'French Revolution', 'Film Noir']",False,8.5,88.96,B Class
100307,Foundations of Dark Matter,en,https://en.wikipedia.org/wiki/Foundations_of_Dark_Matter,"An encyclopedic inquiry into hypothetical form of matter thought to account for 85% of matter. Comprehensive survey covering definitions, historical development, and research implications.",2570,6,1,True,6,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Byzantine Empire', 'Artificial Intelligence', 'Homeric Epics', 'General Relativity', 'Superconductivity']",True,0.39,67.87,Start Class
100308,Regional Study on Epistemology (Vol. 9),en,https://en.wikipedia.org/wiki/Regional_Study_on_Epistemology_(Vol._9),"An encyclopedic inquiry into branch of philosophy concerned with nature and scope of knowledge. Comprehensive survey covering definitions, historical development, and research implications.",2957,10,62,True,25,"['Social Sciences & Philosophy', 'Articles on Social Sciences']","['Photosynthesis', 'Industrial Revolution', 'Surrealism', 'Microbiome', 'Sahara Desert', 'Ancient Alexandria', 'Existentialism', 'Behavioral Economics']",False,20.97,96.59,Good / Featured Article
100309,Contemporary Ancient Alexandria,en,https://en.wikipedia.org/wiki/Contemporary_Ancient_Alexandria,"An encyclopedic inquiry into major hellenistic center of commerce and scholarship in egypt. Comprehensive survey covering definitions, historical development, and research implications.",71,1,0,False,0,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Mariana Trench', 'Game Theory', 'Superconductivity', 'Photosynthesis', 'Public Health']",True,0.0,22.31,Stub Class
100310,Contemporary Graphene (Vol. 1),en,https://en.wikipedia.org/wiki/Contemporary_Graphene_(Vol._1),"An encyclopedic inquiry into two-dimensional carbon allotrope with exceptional tensile strength. Comprehensive survey covering definitions, historical development, and research implications.",1210,7,10,False,0,"['Science & Technology', 'Articles on Science']","['Baroque Architecture', 'Silk Road', 'Kabuki Theatre', 'General Relativity', 'Harappan Civilization', 'Meiji Restoration']",False,8.26,60.28,C Class
100311,Critique of Public Health (Vol. 2),en,https://en.wikipedia.org/wiki/Critique_of_Public_Health_(Vol._2),"An encyclopedic inquiry into science and art of preventing disease and promoting health. Comprehensive survey covering definitions, historical development, and research implications.",622,4,4,True,3,"['Social Sciences & Philosophy', 'Articles on Social Sciences']","['Constitutional Law', 'Graphene', 'Superconductivity', 'Nanotechnology', 'Bauhaus Movement', 'Kabuki Theatre', 'James Webb Space Telescope', 'Existentialism']",True,6.43,62.19,Start Class
100312,Advanced Baroque Architecture (Vol. 3),en,https://en.wikipedia.org/wiki/Advanced_Baroque_Architecture_(Vol._3),"An encyclopedic inquiry into highly decorative and theatrical style of building in europe. Comprehensive survey covering definitions, historical development, and research implications.",545,2,1,False,0,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Quantum Computing', 'Classical Music', 'Kabuki Theatre', 'Nanotechnology', 'Ring of Fire', 'Great Barrier Reef', 'Superconductivity']",True,1.83,38.38,Start Class
100313,History of Renaissance Humanism,en,https://en.wikipedia.org/wiki/History_of_Renaissance_Humanism,"An encyclopedic inquiry into intellectual movement originating in 14th-century italy. Comprehensive survey covering definitions, historical development, and research implications.",585,3,1,True,3,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Mount Everest', 'Epistemology', 'Game Theory', 'Antarctic Ice Sheet', 'Kabuki Theatre', 'Constitutional Law', 'Microbiome', 'Homeric Epics']",True,1.71,54.32,Start Class
100314,Contemporary Ring of Fire (Vol. 5),en,https://en.wikipedia.org/wiki/Contemporary_Ring_of_Fire_(Vol._5),"An encyclopedic inquiry into major area in the basin of the pacific ocean where earthquakes occur. Comprehensive survey covering definitions, historical development, and research implications.",578,3,4,True,2,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Space Race', 'Deep Learning', 'Sociology of Knowledge', 'Nile River Basin', 'Baroque Architecture', 'James Webb Space Telescope', 'Artificial Intelligence', 'Surrealism']",True,6.92,62.62,Start Class
100315,Critique of Universal Declaration of Human Rights,en,https://en.wikipedia.org/wiki/Critique_of_Universal_Declaration_of_Human_Rights,"An encyclopedic inquiry into milestone document in history of human rights. Comprehensive survey covering definitions, historical development, and research implications.",1212,4,7,True,10,"['Social Sciences & Philosophy', 'Articles on Social Sciences', 'Open Source Tech Envoy Corpus']","['Silk Road', 'James Webb Space Telescope', 'Lake Baikal', 'Microbiome', 'Nile River Basin']",False,5.78,76.1,C Class
